rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
884.254,153.352,261.625,204.276,137.034,253.77,90.7137,266.047,360.579,322.663,426.768,228.342,664.131,119.874,81.2182,147.178,105.822,252.68,268.528,322.392,380.219,327.525,124.653,142.77,225.223,95.3694,1273.01,226.294,111.202,79.5677,545.064,304.333,96.7656,123.602,639.329,309.423,182.335,66.1667,251.468,28.1144,29.5058,92.2152,242.198,277.07,741.886,53.4866,125.563,216.292,167.69,552.926,94.7098,348.874,106.592,327.563,67.2181,354.304,91.5203,189.424,155.121,530.561,92.3931,160.96,89.1305,195.304,248.378,71.1659,891.794,58.7504
824.251,127.024,178.315,189.518,161.918,340.511,98.1892,278.355,442.93,700.588,227.975,54.9886,593.847,87.1621,128.317,92.8558,97.2405,168.706,245.601,343.722,362.041,282.304,139.031,144.512,170.181,129.756,1616.29,240.921,103.387,102.988,464.438,215.221,61.3044,101.877,612.949,280.334,144.317,77.6561,300.251,28.9267,25.1757,89.6117,298.874,278.681,777.028,42.4566,156.481,147.562,110.888,281.109,63.6184,196.939,85.3504,186.203,50.3003,284.234,47.4223,213.392,138.147,632.808,53.0669,96.156,67.9865,169.678,183.391,62.9176,516.12,244.901
1315.32,189.055,187.926,201.704,170.669,342.074,59.7278,322.716,363.023,317.286,115.79,364.962,419.35,75.7223,88.5387,113.665,121.015,201.822,205.264,270.532,285.459,225.384,97.5681,73.2007,88.6876,59.9011,715.493,104.828,60.85,57.4882,471.278,277.759,74.6386,137.302,640.409,370.239,170.792,82.6275,358.378,51.9108,27.5953,106.286,265.767,331.521,710.925,40.1541,124.68,146.204,91.4325,303.617,62.5733,210.613,59.0974,311.806,48.2742,206.647,38.5466,126.803,96.3508,419.339,57.2724,73.2198,80.0612,153.818,286.546,108.502,1194.94,179.497
973.997,170.599,124.833,163.319,169.108,283.097,84.1078,349.505,446.234,519.747,154.32,441.037,486.856,160.243,44.4442,120.155,162.999,184.313,212.005,392.179,293.288,301.534,80.5671,118.011,86.2338,61.9608,687.933,129.16,60.0823,51.2667,430.351,197.932,74.5927,97.1727,827.419,481.708,242.953,127.29,449.436,58.5358,35.5782,112.706,329.437,305.39,633.341,36.9588,150.249,155.515,143.958,292.584,60.885,231.762,68.4581,248.162,74.7948,328.598,53.9433,300.13,206.047,771.867,106.595,121.143,82.9788,182.878,228.655,47.8322,644.046,159.452
837.368,141.042,134.016,146.327,168.016,271.059,39.443,200.916,279.904,260.939,205.751,774.552,365.287,70.0341,65.5356,89.9503,187.517,217.053,241.547,372.588,259.749,268.408,95.7902,111.99,135.032,67.5227,1124.8,141.897,78.0863,64.7651,546.537,285.168,107.524,124.067,928.288,464.744,177.347,107.874,395.484,42.8974,34.4189,67.3008,291.606,273.756,709.851,42.2695,133.429,128.723,130.535,302.741,92.945,312.581,80.096,347.117,79.2146,376.691,64.6769,314.62,216.269,672.511,78.4033,132.131,78.0284,180.713,246.341,43.6734,972.064,82.9477
897.455,121.127,150.532,178.168,91.2641,311.127,70.9319,207.578,343.798,277.767,246.092,500.599,232.667,49.3592,53.9271,66.6646,57.4244,158.556,187.544,403.745,222.574,246.859,91.5996,95.2109,100.698,61.0057,833.951,110.809,54.9356,49.9152,323.366,177.341,73.9055,81.7055,583.993,315.095,160.612,67.8446,280.143,30.4951,22.8401,62.5118,249.216,279.38,465.936,27.7592,142.336,114.28,114.58,339.365,76.1144,260.185,97.9421,273.056,67.1482,301.675,60.6989,258.504,195.653,971.857,103.668,153.751,136.412,341.407,412.626,35.7175,1023.4,116.229
1231.62,177.969,238.196,215.499,138.562,398.342,230.17,458.854,889.624,566.533,329.774,734.42,461.877,98.8427,57.531,151.193,123.036,295.286,319.237,533.81,355.822,383.519,146.604,125.281,138.474,78.7091,1250.66,221.712,108.374,74.0621,525.383,251.967,138.164,113.334,807.264,394.22,174.92,84.1941,331.481,34.606,26.9896,102.807,300.496,321.777,740.488,48.657,157.838,126.216,137.567,443.084,78.5264,263.611,61.5873,197.663,60.1252,339.062,49.5097,175.84,177.674,525.324,43.3075,80.5095,83.3866,132.083,305.444,56.1063,801.837,867.797
779.025,219.213,143.109,120.736,124.283,285.63,72.8585,283.444,391.178,302.58,147.728,308.758,547.065,105.256,146.97,156.906,137.54,293.325,368.939,484.881,487.945,413.977,161.299,108.459,162.854,79.7443,957.018,155.265,79.5675,70.5117,362.511,252.58,75.7016,100.79,704.557,321.911,165.577,85.7359,304.666,29.2634,25.7024,108.17,222.497,266.536,645.048,62.9224,142.799,137.584,134.808,422.102,100.942,338.889,110.514,259.792,97.1257,444.135,58.5232,218.898,175.192,663.805,65.5337,121.912,78.5619,172.869,326.172,67.7952,791.991,276.273
1109.95,172.73,304.581,168.417,230.959,380.198,123.045,468.84,468.713,556.421,316.589,319.031,457.595,150.365,50.9452,83.909,110.017,204.786,237.596,368.505,384.925,297.443,93.2621,75.2874,123.603,59.332,746.825,130.932,64.342,52.9055,440.941,185.644,85.0613,99.0668,816.903,481.855,212.995,95.3557,532.493,50.0309,48.4984,118.437,499.473,357.628,985.615,77.7224,226.515,165.152,196.343,395.633,67.6395,313.473,102.118,303.948,60.2821,334.72,45.3367,216.276,137.898,664.596,81.976,159.464,88.0188,189.876,143.703,30.6826,584.414,301.2
794.081,192.37,192.796,225.453,124.536,294.217,94.9,218.833,378.249,437.105,205.69,392.123,386.868,76.2168,25.7533,85.4852,149.746,188.444,178.329,335.939,308.408,336.782,103.389,109.296,155.5,71.1582,1058.45,207.996,82.4554,59.6995,489.428,247.152,79.2718,85.2589,610.692,374.392,151.511,92.8051,309.449,39.6416,24.1058,82.9021,273.944,346.044,966.841,70.5057,200.174,173.567,123.34,408.575,78.5215,290.563,76.9859,309.473,55.5305,338.147,44.7917,245.38,164.468,809.01,95.3202,167.778,109.347,189.972,345.747,78.6101,919.618,400.413
