ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
435.162,0.610871,0.448858,202.46,418.838,0.238492,1.19944, 72.5797, 77.1391,0.53508,0.990007,29.7213,5.19219,1.12676,3.49438,0.510526,5.59127,0.524684,2.055,0.05,2.055,0.05,-756.284
321.663,0.774695,0.600572,210.827,513.59,0.286926,1.07059, 63.3043, 54.4489,0.482191,1.01288,56.2316,5.61202,1.25899,3.2754,0.390733,5.70578,0.54336,2.055,0.05,2.055,0.05,-754.017
365.111,0.622831,0.50233,214.008,433.355,0.284269,1.13125, 26.381, 59.7997,0.530167,0.996293,21.7173,5.07815,1.13652,3.27258,0.409763,5.71854,0.547476,2.055,0.05,2.055,0.05,-786.769
354.694,0.612154,0.422724,205.032,123.151,0.235445,1.29884, 34.3415, 61.8091,0.542084,0.997569,25.3644,5.06709,1.08899,3.31218,0.442947,5.77834,0.551149,2.055,0.05,2.055,0.05,-761.443
298.05,0.729945,0.480032,187.965,189.705,0.268312,1.30312, 25.8473, 56.0612,0.626724,1.00008,20.4909,4.75868,1.13422,3.18896,0.352923,5.69609,0.545753,2.055,0.05,2.055,0.05,-761.057
386.271,0.565163,0.340873,205.935,107.076,0.330119,1.2838, 39.0164, 66.3483,0.540494,1.01263,21.6556,4.30506,0.890161,3.21985,0.379831,5.68755,0.546055,2.055,0.05,2.055,0.05,-771.534
292.368,0.62948,0.381767,196.381,103.532,0.269013,1.0521, 22.903, 52.973,0.531706,1.00378,24.3647,5.05833,1.15866,3.41158,0.464742,5.72629,0.542396,2.055,0.05,2.055,0.05,-774.089
291.008,0.632084,0.493557,198.726,214.123,0.282889,1.3009, 21.6426, 51.352,0.566918,0.984085,19.5171,4.92353,1.1166,3.2691,0.397777,5.63663,0.53187,2.055,0.05,2.055,0.05,-785.588
356.834,0.820744,0.369404,233.478,126.872,0.306117,1.18536, 33.1647, 52.508,0.461443,0.997091,27.8709,4.88951,1.11472,3.20002,0.361119,5.67363,0.541822,2.055,0.05,2.055,0.05,-757.077
300.164,0.905496,0.3566,227.162,189.389,0.246362,1.19501, 20.786, 45.9917,0.49245,1.00313,21.3873,4.83477,1.00695,3.3223,0.446322,5.5826,0.523921,2.055,0.05,2.055,0.05,-769.593
