ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
352.558,0.804701,0.535026,252.747,228.628,0.287634,1.47125, 38.741, 51.1415,0.330829,1.00064,41.2336,2.71424,0.345295,3.20613,0.37834,5.113,0.479143,2.055,0.05,2.055,0.05,-857.979
443.451,0.813696,0.373959,260.489,99.6133,0.201182,1.22737, 56.7873, 60.5367,0.315396,1.00749,56.2496,2.83352,0.393653,3.15918,0.359807,5.01138,0.455804,2.055,0.05,2.055,0.05,-842.876
355.361,0.792769,0.534047,267.4,279.467,0.162665,1.37926, 33.5392, 45.7334,0.325259,1.00086,31.2404,2.75853,0.375825,3.28146,0.406006,5.10764,0.479642,2.055,0.05,2.055,0.05,-857.141
335.678,0.917296,0.369934,260.489,131.206,0.260033,1.23805, 39.7684, 44.3777,0.350442,0.999153,38.4618,2.81392,0.429689,3.29493,0.407893,5.14729,0.487109,2.055,0.05,2.055,0.05,-854.49
399.598,0.776177,0.378943,256.587,168.068,0.27114,1.26642, 21.8267, 53.7567,0.328997,0.999651,22.7816,2.79083,0.427204,3.23893,0.38997,5.02045,0.471111,2.055,0.05,2.055,0.05,-862.572
327.417,0.857212,0.293702,260.571,70.5944,0.26512,1.2761, 55.9185, 44.4076,0.325057,0.996922,70.893,2.9586,0.450771,3.27117,0.404979,5.14651,0.49966,2.055,0.05,2.055,0.05,-847.038
412.484,0.859653,0.549599,264.275,183.396,0.226909,1.28332, 42.9273, 57.0405,0.335504,0.984629,47.1242,2.9459,0.480255,3.29609,0.400735,5.08628,0.479796,2.055,0.05,2.055,0.05,-837.625
434.23,0.850846,0.506847,256.521,111.573,0.184708,1.12732, 41.8481, 62.0666,0.332228,1.00944,32.4463,2.86792,0.424874,3.23302,0.383384,5.07793,0.472613,2.055,0.05,2.055,0.05,-842.797
411.495,0.725952,0.427052,261.474,78.9472,0.256119,1.27614, 58.6455, 60.4907,0.292191,1.00648,70.0212,2.91015,0.450834,3.29932,0.403939,5.05004,0.474261,2.055,0.05,2.055,0.05,-852.602
299.718,0.83967,0.324112,249.737,45.9828,0.316523,1.27869, 35.7119, 45.1782,0.316591,1.01857,55.1168,2.84715,0.450021,3.33387,0.422471,5.25295,0.541722,2.055,0.05,2.055,0.05,-844.498
